,Unnamed: 0,chord,altchord,measure,beat,totbeat,timesig,op,no,mov,length,global_key,local_key,pedal,numeral,form,figbass,changes,relativeroot,phraseend
18119,18119.0,V7,,132.0,1.5,523.0,2/2,18,5.0,4.0,1.5,A,bIII,,V,,,,,False
18120,18120.0,V7,,132.0,3.0,524.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,9,,False
18121,18121.0,V(64),,132.0,4.0,525.5,2/2,18,5.0,4.0,,A,bIII,,V,,,64,,False
18122,18122.0,V7,,133.0,,527.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,,False
18123,18123.0,V(64),,133.0,3.0,528.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,64,,False
18124,18124.0,V,,133.0,4.0,529.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,b64,,False
18125,18125.0,V,,134.0,1.0,530.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,,False
18126,18126.0,V7/V,,134.0,,531.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,V,False
18127,18127.0,V,,134.0,3.0,532.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,,False
18128,18128.0,V7/V,,134.0,4.0,533.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,V,False
18129,18129.0,V\\\\,,135.0,1.0,534.5,2/2,18,5.0,4.0,4.0,A,bIII,,V,,,,,True
18130,18130.0,I,,136.0,1.0,538.5,2/2,18,5.0,4.0,4.0,A,bIII,,I,,,,,False
18131,18131.0,IV,,137.0,1.0,542.5,2/2,18,5.0,4.0,4.0,A,bIII,,IV,,,,,False
18132,18132.0,V,,138.0,1.0,546.5,2/2,18,5.0,4.0,4.0,A,bIII,,V,,,,,False
18133,18133.0,I6,,139.0,1.0,550.5,2/2,18,5.0,4.0,4.0,A,bIII,,I,,,,,False
18134,18134.0,I,,140.0,1.0,554.5,2/2,18,5.0,4.0,,A,bIII,,I,,,,,False
18135,18135.0,vi,,140.0,3.0,556.5,2/2,18,5.0,4.0,1.0,A,bIII,,vi,,,,,False
18136,18136.0,I64,,140.0,4.0,557.5,2/2,18,5.0,4.0,1.0,A,bIII,,I,,,,,False
18137,18137.0,IV,,141.0,1.0,558.5,2/2,18,5.0,4.0,,A,bIII,,IV,,,,,False
18138,18138.0,ii,,141.0,3.0,560.5,2/2,18,5.0,4.0,1.0,A,bIII,,ii,,,,,False
18139,18139.0,ii2,,141.0,4.0,561.5,2/2,18,5.0,4.0,1.0,A,bIII,,ii,,,,,False
18140,18140.0,V65,,142.0,1.0,562.5,2/2,18,5.0,4.0,,A,bIII,,V,,,,,False
18141,18141.0,vi7,,142.0,3.0,564.5,2/2,18,5.0,4.0,1.0,A,bIII,,vi,,,,,False
18142,18142.0,V65,,142.0,4.0,565.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,,False
18143,18143.0,I,,143.0,1.0,566.5,2/2,18,5.0,4.0,1.0,A,bIII,,I,,,,,False
18144,18144.0,V,,143.0,,567.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,vi,False
18145,18145.0,V6,,143.0,3.0,568.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,V,False
18146,18146.0,V6,,143.0,4.0,569.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,vi,False
18147,18147.0,vi,,144.0,1.0,570.5,2/2,18,5.0,4.0,1.0,A,bIII,,vi,,,,,False
18148,18148.0,vi2,,144.0,,571.5,2/2,18,5.0,4.0,1.0,A,bIII,,vi,,,,,False
18149,18149.0,IV,,144.0,3.0,572.5,2/2,18,5.0,4.0,,A,bIII,,IV,,,,,False
18150,18150.0,ii,,145.0,1.0,574.5,2/2,18,5.0,4.0,1.0,A,bIII,,ii,,,,,False
18151,18151.0,ii2,,145.0,,575.5,2/2,18,5.0,4.0,1.0,A,bIII,,ii,,,,,False
18152,18152.0,viio,,145.0,3.0,576.5,2/2,18,5.0,4.0,,A,bIII,,vii,o,,,,False
18153,18153.0,V65,,146.0,1.0,578.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,vi,False
18154,18154.0,V,,146.0,,579.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,vi,False
18155,18155.0,V6,,146.0,3.0,580.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,V,False
18156,18156.0,V6,,146.0,4.0,581.5,2/2,18,5.0,4.0,1.0,A,bIII,,V,,,,vi,False
18157,18157.0,i,,147.0,1.0,582.5,2/2,18,5.0,4.0,1.0,A,i,,i,,,,,False
18158,18158.0,R,,147.0,,583.5,2/2,18,5.0,4.0,1.0,A,i,,II,,,,,False
18159,18159.0,i6,,147.0,3.0,584.5,2/2,18,5.0,4.0,1.0,A,i,,i,,,,,False
18160,18160.0,V65,,147.0,4.0,585.5,2/2,18,5.0,4.0,1.0,A,i,,V,,,,v,False
18161,18161.0,v,,148.0,1.0,586.5,2/2,18,5.0,4.0,,A,i,,v,,,,,False
18162,18162.0,III,,148.0,3.0,588.5,2/2,18,5.0,4.0,,A,i,,III,,,,,False
18163,18163.0,i,,149.0,1.0,590.5,2/2,18,5.0,4.0,4.0,A,i,,i,,,,,False
18164,18164.0,V7/V,,150.0,1.0,594.5,2/2,18,5.0,4.0,4.0,A,i,,V,,,,V,False
18165,18165.0,I,,151.0,1.0,598.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,False
18166,18166.0,V7,,152.0,1.0,602.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,+2,IV,False
18167,18167.0,V2/IV,,152.0,,603.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,IV,False
18168,18168.0,V65,,152.0,3.0,604.5,2/2,18,5.0,4.0,,A,I,,V,,,,bVII,False
18169,18169.0,R,,153.0,1.0,606.5,2/2,18,5.0,4.0,1.0,A,I,,bVII,,,+2,,False
18170,18170.0,R,,153.0,,607.5,2/2,18,5.0,4.0,1.0,A,I,,bVII,,,,,False
18171,18171.0,R,,153.0,3.0,608.5,2/2,18,5.0,4.0,,A,I,,bIII,,,,,False
18172,18172.0,.bVI,,154.0,1.0,610.5,2/2,18,5.0,4.0,1.0,A,I,,bVI,,,+2,,False
18173,18173.0,.bVI,,154.0,,611.5,2/2,18,5.0,4.0,1.0,A,I,,bVI,,,,,False
18174,18174.0,V,,154.0,3.0,612.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,94,,False
18175,18175.0,V,,154.0,4.0,613.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,9,,False
18176,18176.0,ii6,,155.0,1.0,614.5,2/2,18,5.0,4.0,,A,I,,ii,,,,,False
18177,18177.0,iio6,,155.0,3.0,616.5,2/2,18,5.0,4.0,1.0,A,I,,ii,o,,,,False
18178,18178.0,#viio7/V,,155.0,4.0,617.5,2/2,18,5.0,4.0,1.0,A,I,,R,o,,,V,False
18179,18179.0,V\\\\,,156.0,1.0,618.5,2/2,18,5.0,4.0,,A,I,,V,,,,,True
18180,18180.0,V,,156.0,3.0,620.5,2/2,18,5.0,4.0,,A,I,V,V,,,,,False
18181,18181.0,viio43,,157.0,1.0,622.5,2/2,18,5.0,4.0,4.0,A,I,V,vii,o,,,,False
18182,18182.0,i6,,158.0,1.0,626.5,2/2,18,5.0,4.0,4.0,A,I,V,i,,,,,False
18183,18183.0,#viio43,,159.0,1.0,630.5,2/2,18,5.0,4.0,4.0,A,I,V,R,o,,,V,False
18184,18184.0,V,,160.0,1.0,634.5,2/2,18,5.0,4.0,4.0,A,I,V,V,,,,,False
18185,18185.0,viio2,,161.0,1.0,638.5,2/2,18,5.0,4.0,4.0,A,I,V,vii,o,,,,False
18186,18186.0,I64,,162.0,1.0,642.5,2/2,18,5.0,4.0,4.0,A,I,V,I,,,,,False
18187,18187.0,#viio7/V,,163.0,1.0,646.5,2/2,18,5.0,4.0,4.0,A,I,V,R,o,,,V,False
18188,18188.0,V,,164.0,1.0,650.5,2/2,18,5.0,4.0,4.0,A,I,V,V,,,,,False
18189,18189.0,#viio2,,165.0,1.0,654.5,2/2,18,5.0,4.0,4.0,A,I,V,R,o,,,V,False
18190,18190.0,V,,166.0,1.0,658.5,2/2,18,5.0,4.0,4.0,A,I,V,V,,,,,False
18191,18191.0,#viio43,,167.0,1.0,662.5,2/2,18,5.0,4.0,4.0,A,I,V,R,o,,,V,False
18192,18192.0,V,,168.0,1.0,666.5,2/2,18,5.0,4.0,4.0,A,I,V,V,,,,,False
18193,18193.0,V7,,169.0,1.0,670.5,2/2,18,5.0,4.0,12.0,A,I,,V,,,,,False
18194,18194.0,I64,,172.0,1.0,682.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18195,18195.0,I,,172.0,3.0,684.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18196,18196.0,I,,173.0,1.0,686.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18197,18197.0,I6,,173.0,3.0,688.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18198,18198.0,I,,173.0,4.0,689.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18199,18199.0,V7,,174.0,1.0,690.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18200,18200.0,I,,174.0,3.0,692.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18201,18201.0,V7,,175.0,1.0,694.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18202,18202.0,I,,175.0,3.0,696.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18203,18203.0,V,,176.0,1.0,698.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18204,18204.0,V7/V,,176.0,3.0,700.5,2/2,18,5.0,4.0,,A,I,,V,,,,V,False
18205,18205.0,V\\\\,,177.0,1.0,702.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,True
18206,18206.0,V43,,178.0,1.0,706.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,False
18207,18207.0,V7,,179.0,1.0,710.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,False
18208,18208.0,I,,180.0,1.0,714.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18209,18209.0,V7,,180.0,3.0,716.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18210,18210.0,I,,181.0,1.0,718.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18211,18211.0,V,,181.0,3.0,720.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18212,18212.0,I,,182.0,1.0,722.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18213,18213.0,V7,,182.0,3.0,724.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18214,18214.0,I,,183.0,1.0,726.5,2/2,18,5.0,4.0,-3.5,A,I,,I,,,,,False
18215,18215.0,I6,,183.0,-2.5,723.0,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18216,18216.0,V,,183.0,-1.5,724.0,2/2,18,5.0,4.0,6.5,A,I,,V,,,,,False
18217,18217.0,I,,184.0,1.0,730.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18218,18218.0,V6,,184.0,,731.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18219,18219.0,V43,,184.0,3.0,732.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18220,18220.0,I,,184.0,4.0,733.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18221,18221.0,V,,185.0,1.0,734.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,False
18222,18222.0,V7,,186.0,1.0,738.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,False
18223,18223.0,I,,187.0,1.0,742.5,2/2,18,5.0,4.0,4.0,A,I,,I,,,,,False
18224,18224.0,IV,,188.0,1.0,746.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18225,18225.0,I6,,188.0,,747.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18226,18226.0,V43,,188.0,3.0,748.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,IV,False
18227,18227.0,IV,,188.0,4.0,749.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18228,18228.0,I6,,189.0,1.0,750.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18229,18229.0,#viio,,189.0,3.0,752.5,2/2,18,5.0,4.0,,A,I,,R,o,,,V,False
18230,18230.0,v6,,190.0,1.0,754.5,2/2,18,5.0,4.0,1.0,A,I,,v,,,+4,,False
18231,18231.0,#viio,,190.0,,755.5,2/2,18,5.0,4.0,,A,I,,R,o,,,V,False
18232,18232.0,iii6,,190.0,4.0,757.5,2/2,18,5.0,4.0,1.0,A,I,,iii,,,,,False
18233,18233.0,IV,,191.0,1.0,758.5,2/2,18,5.0,4.0,3.0,A,I,,IV,,,,,False
18234,18234.0,viio,,191.0,4.0,761.5,2/2,18,5.0,4.0,1.0,A,I,,vii,o,,,IV,False
18235,18235.0,IV,,192.0,1.0,762.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18236,18236.0,viio,,192.0,,763.5,2/2,18,5.0,4.0,,A,I,,vii,o,,,IV,False
18237,18237.0,IV,,192.0,4.0,765.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18238,18238.0,viio,,193.0,1.0,766.5,2/2,18,5.0,4.0,3.0,A,I,,vii,o,,,IV,False
18239,18239.0,IV,,193.0,4.0,769.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18240,18240.0,viio,,194.0,1.0,770.5,2/2,18,5.0,4.0,1.0,A,I,,vii,o,,,IV,False
18241,18241.0,IV,,194.0,,771.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18242,18242.0,ii6,,194.0,3.0,772.5,2/2,18,5.0,4.0,1.0,A,I,,ii,,,,,False
18243,18243.0,viio,,194.0,4.0,773.5,2/2,18,5.0,4.0,1.0,A,I,,vii,o,,,IV,False
18244,18244.0,IV,,195.0,1.0,774.5,2/2,18,5.0,4.0,,A,I,,IV,,,,,False
18245,18245.0,ii6,,195.0,3.0,776.5,2/2,18,5.0,4.0,,A,I,,ii,,,,,False
18246,18246.0,vi43,,196.0,1.0,778.5,2/2,18,5.0,4.0,,A,I,,vi,,,7,,False
18247,18247.0,I6,,196.0,3.0,780.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18248,18248.0,viio6,,197.0,1.0,782.5,2/2,18,5.0,4.0,,A,I,,vii,o,,2,,False
18249,18249.0,viio6,,197.0,3.0,784.5,2/2,18,5.0,4.0,,A,I,,vii,o,,,,False
18250,18250.0,I,,198.0,1.0,786.5,2/2,18,5.0,4.0,,A,I,,I,,,7,,False
18251,18251.0,IV64,,198.0,3.0,788.5,2/2,18,5.0,4.0,,A,I,,IV,,,,,False
18252,18252.0,viio7,,199.0,1.0,790.5,2/2,18,5.0,4.0,,A,I,,vii,o,,4,,False
18253,18253.0,V6,,199.0,3.0,792.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18254,18254.0,vi7,,200.0,1.0,794.5,2/2,18,5.0,4.0,,A,I,,vi,,,,,False
18255,18255.0,#viio6,,200.0,3.0,796.5,2/2,18,5.0,4.0,,A,I,,R,o,,,V,False
18256,18256.0,V,,201.0,1.0,798.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18257,18257.0,V7,,201.0,3.0,800.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18258,18258.0,I,,202.0,1.0,802.5,2/2,18,5.0,4.0,,A,I,,I,,,+2,,False
18259,18259.0,i6,,202.0,3.0,804.5,2/2,18,5.0,4.0,,A,I,,i,,,,,False
18260,18260.0,V,,203.0,1.0,806.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18261,18261.0,V7,,203.0,3.0,808.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18262,18262.0,I,,204.0,1.0,810.5,2/2,18,5.0,4.0,,A,I,,I,,,+2,,False
18263,18263.0,i6,,204.0,3.0,812.5,2/2,18,5.0,4.0,1.0,A,I,,i,,,,,False
18264,18264.0,i,,204.0,4.0,813.5,2/2,18,5.0,4.0,1.0,A,I,,i,,,,,False
18265,18265.0,V,,205.0,1.0,814.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18266,18266.0,V7,,205.0,3.0,816.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18267,18267.0,I,,206.0,1.0,818.5,2/2,18,5.0,4.0,,A,I,,I,,,+2,,False
18268,18268.0,i6,,206.0,3.0,820.5,2/2,18,5.0,4.0,,A,I,,i,,,,,False
18269,18269.0,V,,207.0,1.0,822.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18270,18270.0,V7,,207.0,3.0,824.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18271,18271.0,I,,208.0,1.0,826.5,2/2,18,5.0,4.0,,A,I,,I,,,+2,,False
18272,18272.0,i6,,208.0,3.0,828.5,2/2,18,5.0,4.0,1.0,A,I,,i,,,,,False
18273,18273.0,i,,208.0,4.0,829.5,2/2,18,5.0,4.0,1.0,A,I,,i,,,,,False
18274,18274.0,V,,209.0,1.0,830.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18275,18275.0,i,,209.0,,831.5,2/2,18,5.0,4.0,1.0,A,I,,i,,,,,False
18276,18276.0,V,,209.0,3.0,832.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18277,18277.0,i,,209.0,4.0,833.5,2/2,18,5.0,4.0,1.0,A,I,,i,,,,,False
18278,18278.0,V\\\\,,210.0,1.0,834.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,True
18279,18279.0,I,,211.0,1.0,838.5,2/2,18,5.0,4.0,4.0,A,I,,I,,,,,False
18280,18280.0,IV,,212.0,1.0,842.5,2/2,18,5.0,4.0,4.0,A,I,,IV,,,,,False
18281,18281.0,V,,213.0,1.0,846.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,False
18282,18282.0,R,,214.0,1.0,850.5,2/2,18,5.0,4.0,4.0,A,I,,R,,,,ii,False
18283,18283.0,V,,215.0,1.0,854.5,2/2,18,5.0,4.0,,A,I,,V,,,,ii,False
18284,18284.0,ii,,215.0,3.0,856.5,2/2,18,5.0,4.0,4.0,A,I,,ii,,,,,False
18285,18285.0,I6,,216.0,3.0,860.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18286,18286.0,ii6,,217.0,1.0,862.5,2/2,18,5.0,4.0,1.0,A,I,,ii,,,2,,False
18287,18287.0,ii6,,217.0,,863.5,2/2,18,5.0,4.0,-4.5,A,I,,ii,,,,,False
18288,18288.0,V6,,217.0,-2.5,859.0,2/2,18,5.0,4.0,1.0,A,I,,V,,,,V,False
18289,18289.0,V65/V,,217.0,-1.5,860.0,2/2,18,5.0,4.0,6.5,A,I,,V,,,,V,False
18290,18290.0,V,,218.0,1.0,866.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,4,,False
18291,18291.0,V\\\\,,218.0,,867.5,2/2,18,5.0,4.0,3.0,A,I,,V,,,,,True
18292,18292.0,I,,219.0,1.0,870.5,2/2,18,5.0,4.0,-3.5,A,I,,I,,,,,False
18293,18293.0,vi,,219.0,-2.5,867.0,2/2,18,5.0,4.0,7.5,A,I,,vi,,,,,False
18294,18294.0,IV,,220.0,1.0,874.5,2/2,18,5.0,4.0,-3.5,A,I,,IV,,,,,False
18295,18295.0,ii,,220.0,-2.5,871.0,2/2,18,5.0,4.0,7.5,A,I,,ii,,,,,False
18296,18296.0,V6,,221.0,1.0,878.5,2/2,18,5.0,4.0,-3.5,A,I,,V,,,,,False
18297,18297.0,V,,221.0,-2.5,875.0,2/2,18,5.0,4.0,7.5,A,I,,V,,,,,False
18298,18298.0,I6,,222.0,1.0,882.5,2/2,18,5.0,4.0,-3.5,A,I,,I,,,,,False
18299,18299.0,I,,222.0,-2.5,879.0,2/2,18,5.0,4.0,7.5,A,I,,I,,,,,False
18300,18300.0,vi,,223.0,1.0,886.5,2/2,18,5.0,4.0,1.0,A,I,,vi,,,,,False
18301,18301.0,IV,,223.0,,887.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18302,18302.0,ii,,223.0,3.0,888.5,2/2,18,5.0,4.0,1.0,A,I,,ii,,,,,False
18303,18303.0,iv,,223.0,4.0,889.5,2/2,18,5.0,4.0,1.0,A,I,,iv,,,,,False
18304,18304.0,V65,,224.0,1.0,890.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18305,18305.0,I,,224.0,3.0,892.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,+2,,False
18306,18306.0,I6,,224.0,4.0,893.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18307,18307.0,IV,,225.0,1.0,894.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,7,,False
18308,18308.0,ii,,225.0,,895.5,2/2,18,5.0,4.0,1.0,A,I,,ii,,,,,False
18309,18309.0,V(64),,225.0,3.0,896.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,64,,False
18310,18310.0,V7,,225.0,4.0,897.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18311,18311.0,I\\\\,,226.0,1.0,898.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,True
18312,18312.0,V(64),,226.0,,899.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,64,,False
18313,18313.0,V,,226.0,3.0,900.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18314,18314.0,V(64),,227.0,1.0,902.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,64,,False
18315,18315.0,V,,227.0,,903.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18316,18316.0,V7,,227.0,3.0,904.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,+2,,False
18317,18317.0,vi7,,227.0,4.0,905.5,2/2,18,5.0,4.0,1.0,A,I,,vi,,,,,False
18318,18318.0,viio,,228.0,1.0,906.5,2/2,18,5.0,4.0,1.0,A,I,,vii,o,,,,False
18319,18319.0,I,,228.0,,907.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18320,18320.0,I6,,228.0,3.0,908.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18321,18321.0,I,,229.0,1.0,910.5,2/2,18,5.0,4.0,,A,I,,I,,,,,False
18322,18322.0,V7,,229.0,3.0,912.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,+2,,False
18323,18323.0,vi7,,229.0,4.0,913.5,2/2,18,5.0,4.0,1.0,A,I,,vi,,,,,False
18324,18324.0,viio,,230.0,1.0,914.5,2/2,18,5.0,4.0,1.0,A,I,,vii,o,,,,False
18325,18325.0,I,,230.0,,915.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18326,18326.0,V7,,230.0,3.0,916.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,+2,ii,False
18327,18327.0,vii%7,,230.0,4.0,917.5,2/2,18,5.0,4.0,1.0,A,I,,vii,%,,,,False
18328,18328.0,#viio,,231.0,1.0,918.5,2/2,18,5.0,4.0,1.0,A,I,,R,o,,,ii,False
18329,18329.0,ii,,231.0,,919.5,2/2,18,5.0,4.0,1.0,A,I,,ii,,,,,False
18330,18330.0,V7,,231.0,3.0,920.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,+2,IV,False
18331,18331.0,ii7,,231.0,4.0,921.5,2/2,18,5.0,4.0,1.0,A,I,,ii,,,,,False
18332,18332.0,V65,,232.0,1.0,922.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,IV,False
18333,18333.0,IV,,232.0,,923.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18334,18334.0,I64,,232.0,3.0,924.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18335,18335.0,IV6,,232.0,4.0,925.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18336,18336.0,V65,,233.0,1.0,926.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18337,18337.0,I,,233.0,,927.5,2/2,18,5.0,4.0,-4.5,A,I,,I,,,,,False
18338,18338.0,V(64),,233.0,-2.5,923.0,2/2,18,5.0,4.0,1.0,A,I,,V,,,64,,False
18339,18339.0,V,,233.0,-1.5,924.0,2/2,18,5.0,4.0,6.5,A,I,,V,,,,,False
18340,18340.0,I\\\\,,234.0,1.0,930.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,True
18341,18341.0,V6,,234.0,,931.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18342,18342.0,IV6,,234.0,3.0,932.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18343,18343.0,I64,,234.0,4.0,933.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18344,18344.0,IV,,235.0,1.0,934.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18345,18345.0,I6,,235.0,,935.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18346,18346.0,viio6,,235.0,3.0,936.5,2/2,18,5.0,4.0,1.0,A,I,,vii,o,,,,False
18347,18347.0,I,,235.0,4.0,937.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18348,18348.0,V6,,236.0,1.0,938.5,2/2,18,5.0,4.0,4.0,A,I,,V,,,,,False
18349,18349.0,I,,237.0,1.0,942.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18350,18350.0,ii6,,237.0,,943.5,2/2,18,5.0,4.0,1.0,A,I,,ii,,,,,False
18351,18351.0,V(64),,237.0,3.0,944.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,64,,False
18352,18352.0,V7,,237.0,4.0,945.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18353,18353.0,I\\\\,,238.0,1.0,946.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,True
18354,18354.0,V6,,238.0,,947.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18355,18355.0,IV6,,238.0,3.0,948.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18356,18356.0,I64,,238.0,4.0,949.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18357,18357.0,IV,,239.0,1.0,950.5,2/2,18,5.0,4.0,1.0,A,I,,IV,,,,,False
18358,18358.0,I6,,239.0,,951.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18359,18359.0,V43,,239.0,3.0,952.5,2/2,18,5.0,4.0,1.0,A,I,,V,,,,,False
18360,18360.0,I,,239.0,4.0,953.5,2/2,18,5.0,4.0,1.0,A,I,,I,,,,,False
18361,18361.0,V43,,240.0,1.0,954.5,2/2,18,5.0,4.0,8.0,A,I,,V,,,,vi,False
18362,18362.0,V7,,242.0,1.0,962.5,2/2,18,5.0,4.0,,A,I,,V,,,+2,vi,False
18363,18363.0,vi,,242.0,3.0,964.5,2/2,18,5.0,4.0,,A,I,,vi,,,,,False
18364,18364.0,V7,,243.0,1.0,966.5,2/2,18,5.0,4.0,,A,I,,V,,,+b2,V,False
18365,18365.0,v,,243.0,3.0,968.5,2/2,18,5.0,4.0,,A,I,,v,,,,,False
18366,18366.0,V7,,244.0,1.0,970.5,2/2,18,5.0,4.0,,A,I,,V,,,+b2,IV,False
18367,18367.0,IV,,244.0,3.0,972.5,2/2,18,5.0,4.0,,A,I,,IV,,,,,False
18368,18368.0,V(64),,245.0,1.0,974.5,2/2,18,5.0,4.0,,A,I,,V,,,64,,False
18369,18369.0,V7,,245.0,3.0,976.5,2/2,18,5.0,4.0,,A,I,,V,,,,,False
18370,18370.0,I\\\\,,246.0,1.0,978.5,2/2,18,5.0,4.0,4.0,A,I,,I,,,,,True
